OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
Eastern Air Lines,The Bahamas,2,172,0,0,1,0,1,0,0,1,0,9,1983,1,0,0,0,5
Military - Soviet Air Force,Russia,1,37,33,0,1,0,0,0,0,0,1,0,1983,0,0,0,1,5
Garuda Indonesia Airlines,Indonesia,1,61,3,0,1,0,1,0,0,0,0,8,1983,1,0,0,0,6
Air Canada,United States,2,46,23,0,1,1,1,0,0,0,0,19,1983,0,0,1,0,6
Military - Republic of China Air Force,Taiwan,1,47,47,0,0,0,1,0,0,0,0,12,1983,0,0,1,0,6
Reeve Aleutian Airways,United States,1,15,0,0,1,0,1,0,0,1,0,13,1983,0,0,1,0,6
Military - U.S. Navy,United States,1,14,14,0,1,0,0,0,0,0,0,4,1983,1,0,0,0,6
Air Mali,Mali,1,7,7,1,0,0,0,0,0,0,0,0,1983,0,0,0,1,6
Military - U.S. Air Force,United States,1,6,6,0,0,0,1,0,0,0,0,12,1983,0,0,1,0,6
CAAK,Guinea,1,23,23,0,1,0,0,0,0,0,0,0,1983,0,0,0,1,7
TAME,Ecuador,2,119,119,0,1,0,1,0,0,0,0,7,1983,1,0,0,0,7
British Airways Helicopters,United Kingdom,1,26,20,1,0,0,0,0,0,0,0,0,1983,0,0,0,1,7
Air Canada,Canada,2,69,0,0,1,0,1,0,0,1,0,19,1983,0,0,1,0,7
Las Vegas Airlines,United States,1,10,10,0,1,0,0,0,0,0,0,12,1983,0,0,1,0,8
Aeroflot,Russia,2,90,90,0,1,0,1,0,0,0,0,23,1983,0,1,0,0,8
Central Mountain Air Services,Canada,2,9,9,1,0,0,0,0,0,0,0,0,1983,0,0,0,1,9
CAAC,China,1,106,11,1,0,0,0,0,0,0,0,9,1983,1,0,0,0,9
Gulf Air,The United Arab Emirates,1,112,112,0,1,0,0,0,0,0,0,15,1983,0,0,1,0,9
Taiwan Airlines,Taiwan,1,10,10,1,0,0,0,0,0,0,0,0,1983,0,0,0,1,9
TAM Lineas Aéreas Regional,Brazil,1,15,7,0,1,0,0,0,0,0,0,0,1983,0,0,0,1,10
Burma Airways,Myanmar,1,14,9,0,0,0,1,0,0,0,1,0,1983,0,0,0,1,10
Air Illinois,United States,1,10,10,0,0,0,1,0,0,1,0,20,1983,0,1,0,0,10
Pennsylvania Airlines,United States,1,30,1,1,0,0,0,0,0,0,0,13,1983,0,0,1,0,10
TAAG Angola Airlines,Angola,2,130,130,0,1,0,0,0,0,0,0,15,1983,0,0,1,0,11
Austin Airways,Canada,1,7,4,0,1,0,1,0,0,1,1,0,1983,0,0,0,1,11
AVIANCA,spain,1,192,181,0,1,0,1,1,0,1,0,10,1983,1,0,0,0,11
Nigeria Airways,Nigeria,1,72,53,0,1,0,1,0,0,0,1,11,1983,1,0,0,0,11
Iberia Airlines / Aviaco,spain,1,135,93,0,1,1,0,0,0,0,1,9,1983,1,0,0,0,12
TAMPA Colombia,Colombia,1,3,3,0,0,0,1,1,0,1,0,15,1983,0,0,1,0,12
Inuvik Coastal Airways,Canada,2,12,2,0,1,0,0,1,0,0,1,13,1983,0,0,1,0,12
Aeroflot,Russia,1,49,44,0,1,0,0,0,0,0,1,8,1983,1,0,0,0,12
Military - Royal Jordanian Air Force,Jordan,1,13,13,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,1
Aeroflot,Russia,1,76,38,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,1
Skycraft Air Transport,United States,1,2,1,0,1,0,1,1,0,1,0,22,1984,0,1,0,0,1
Balkan Bulgarian Airlines,Bulgaria,1,50,50,0,1,0,0,0,0,1,1,0,1984,0,0,0,1,1
North East Bolivian Airways,Bolivia,1,3,1,0,1,0,1,0,0,0,0,0,1984,0,0,0,1,1
Aeroflot,Russia,1,51,4,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,1
Britt Airways,United States,1,3,3,0,0,1,1,0,0,0,0,6,1984,1,0,0,0,1
Military - Ethiopian Air Force,Ethiopia,1,38,26,0,1,0,0,0,0,0,0,0,1984,0,0,0,1,2
Military - Salvadoran Air Force,The Savior,1,28,28,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,2
Scandinavian Airlines (SAS),United States,2,177,0,0,1,0,1,0,0,0,0,16,1984,0,0,1,0,2
Aerosucre Colombia,Colombia,1,6,4,0,1,0,1,0,0,0,0,7,1984,1,0,0,0,3
Lloyd Aereo Boliviano,Bolivia,1,23,23,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,3
Frigorifico Reyes,Bolivia,1,5,5,0,0,0,1,1,0,0,1,0,1984,0,0,0,1,3
Military - U.S. Marine Corps,korea,1,29,29,0,0,0,1,0,0,0,0,4,1984,1,0,0,0,3
State Airlines,The Bahamas,1,6,6,0,0,0,1,0,0,0,0,8,1984,1,0,0,0,3
VOTEC / VOTEC,Brazil,1,35,19,0,1,0,1,0,0,0,0,0,1984,0,0,0,1,4
Military - Egyptian Air Force,Egypt,1,2,2,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,5
Zantop International Airlines,United States,1,4,4,0,1,0,1,0,0,0,0,1,1984,1,0,0,0,5
Air Continental,United States,1,3,3,0,1,0,1,0,0,0,0,23,1984,0,1,0,0,6
Air Taxi - Raco Helicopters Corp.,United States,1,3,3,0,1,0,1,0,0,0,1,2,1984,1,0,0,0,6
TAM Lineas Aéreas Regional,Brazil,1,18,18,0,0,0,0,0,0,0,1,0,1984,0,0,0,1,6
Military - Philippine Air Force,Philippines,1,30,30,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,7
Military - U.S. Air Force,Italia,1,9,9,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,7
South Pacific Island Airways,United States,1,14,1,0,1,0,1,1,0,1,0,13,1984,0,0,1,0,7
Vieques Air Link,United States,1,9,9,0,1,0,0,0,0,1,0,8,1984,1,0,0,0,8
Aeroflot,Pakistan,1,24,24,0,0,0,1,0,0,1,1,0,1984,0,0,0,1,8
Bangladesh Biman,Bangladesh,1,49,49,0,1,0,0,0,0,0,0,0,1984,0,0,0,1,8
Aviation Enterprises,United States,1,3,3,0,0,0,1,0,0,0,0,1,1984,1,0,0,0,8
Airfast Indonesia,Indonesia,1,3,2,0,1,0,0,0,0,0,0,0,1984,0,0,0,1,8
Wings West Airlines / Private,United States,1,17,17,0,0,1,1,0,0,0,0,11,1984,1,0,0,0,8
Cameroon Airlines,Cameroon,1,116,2,0,0,0,1,1,0,1,0,0,1984,0,0,0,1,8
Talair,Papua Niugini,2,11,9,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,9
Provincetown - Boston Airlines,United States,1,6,1,0,0,0,1,0,0,1,0,21,1984,0,1,0,0,9
MMM Aero Services,Democratic Republic of Congo,1,30,30,0,1,0,1,0,0,0,0,0,1984,0,0,0,1,9
APRL,Poland,1,25,11,0,0,0,0,0,0,0,0,0,1984,0,0,0,1,9
AECA Cargo,Ecuador,1,4,4,0,1,0,0,0,0,0,1,11,1984,1,0,0,0,9
Military - Russian Air Force,Afghanistan,1,50,50,0,1,0,0,0,0,0,0,0,1984,0,0,0,1,9
Nahanni Air Services,Canada,1,7,7,0,1,0,0,0,0,0,1,0,1984,0,0,0,1,10
Aeroflot,Russia,1,179,174,0,1,0,0,0,0,0,0,5,1984,1,0,0,0,10
Labradore Airways,Canada,2,4,4,0,1,0,0,0,0,0,1,17,1984,0,0,1,0,10
Mililtary - Soviet Air Force,Afghanistan,1,11,11,0,1,0,1,0,0,0,0,0,1984,0,0,0,1,10
Village Airways,Philippines,1,4,4,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,10
TAME,Peru,1,14,14,1,0,0,0,0,0,0,0,0,1984,0,0,0,1,11
Aeroflot,Russia,1,17,17,0,0,0,1,0,0,0,0,0,1984,0,0,0,1,12
Provincetown - Boston Airlines,United States,1,13,13,0,0,0,1,1,0,0,0,18,1984,0,0,1,0,12
Military - Fuerza Aérea del Peru,Peru,1,21,21,1,0,0,0,0,0,0,0,14,1984,0,0,1,0,12
Royal Nepal Airlines,Nepal,1,23,15,0,1,0,0,0,0,0,1,0,1984,0,0,0,1,12
Aeroflot,Russia,1,111,110,0,1,0,1,0,0,0,0,14,1984,0,0,1,0,12
Eastern Air Lines,Bolivia,1,29,29,0,1,1,1,0,0,0,0,20,1985,0,1,0,0,1
TPI International Airways,United States,1,3,3,0,1,1,1,1,0,0,0,7,1985,1,0,0,0,1
CAAC,China,1,41,38,0,0,0,0,0,0,0,1,0,1985,0,0,0,1,1
Cubana de Aviacion,Cuba,1,38,38,0,0,0,1,1,0,0,0,8,1985,1,0,0,0,1
Air Taxi - EMS,United States,1,3,3,0,0,0,0,0,0,1,1,23,1985,0,1,0,0,1
Galaxy Airlines,United States,1,71,70,0,1,1,1,0,0,0,0,1,1985,1,0,0,0,1
Military - U.S. Air Force,Honduras,1,21,21,0,1,1,0,0,0,0,0,9,1985,1,0,0,0,1
Aerolineas Centrales de Colombia,Colombia,1,23,23,0,1,0,0,0,0,0,1,10,1985,1,0,0,0,1
AIRES Colombia,Colombia,1,17,17,0,1,0,0,0,0,0,1,10,1985,1,0,0,0,1
Aeroflot,Russia,2,80,58,0,0,0,1,0,0,0,1,8,1985,1,0,0,0,2
North Pacific Airlines,United States,1,9,9,0,1,0,0,0,0,0,1,19,1985,0,0,1,0,2
Iberia Airlines,spain,2,148,148,0,0,0,1,0,0,0,0,9,1985,1,0,0,0,2
Air Mali,Mali,1,51,50,0,0,1,1,0,0,0,0,0,1985,0,0,0,1,2
Military - U.S. Air Force,United States,1,3,3,0,1,0,0,0,0,0,1,0,1985,0,0,0,1,2
Military - U.S. Air Force,United States,1,6,6,0,1,0,1,0,0,0,0,0,1985,0,0,0,1,3
SATENA,Colombia,1,46,46,0,1,0,0,0,0,0,1,9,1985,1,0,0,0,3
YPF,Argentina,1,7,7,0,1,0,0,0,0,0,1,0,1985,0,0,0,1,4
Thai Airways,Thailand,1,11,11,0,0,0,1,0,0,0,1,23,1985,0,1,0,0,4
American Airlines,United States,1,89,0,0,1,0,1,0,0,1,0,11,1985,1,0,0,0,4
Carga Aereo Transportada,Bolivia,1,4,4,0,0,0,1,0,0,0,0,0,1985,0,0,0,1,4
Aeronica,Kalaallit Nunaat,1,5,2,0,1,0,1,0,0,1,1,0,1985,0,0,0,1,4
Aeroflot / Soviet Air Force,Russia,2,76,76,0,1,0,0,0,0,0,0,12,1985,0,0,1,0,5
Military - U.S. Marine Corps,Japan,1,17,17,1,0,0,0,0,0,0,0,12,1985,0,0,1,0,5
Avensa,Venezuela,1,13,2,0,1,0,0,0,0,0,0,0,1985,0,0,0,1,5
General Aviation Inc.,United States,1,2,2,0,0,0,1,0,0,1,0,23,1985,0,1,0,0,5
Trans World Airlines,Hellas,1,153,1,1,0,0,0,0,0,0,0,0,1985,0,0,0,1,6
TABA,Brazil,1,17,17,0,1,0,1,1,0,1,0,0,1985,0,0,0,1,6
Aeroflot,Russia,2,200,200,0,1,0,1,0,0,1,0,23,1985,0,1,0,0,7
Fuerza Aérea Colombiana,Colombia,1,80,80,0,0,0,1,0,0,0,1,17,1985,0,0,1,0,7
Delta Air Lines,United States,1,163,134,0,1,0,0,0,0,0,1,18,1985,0,0,1,0,8
Merpati Nusantara Airlines,Indonesia,1,19,8,1,0,0,0,0,0,0,0,0,1985,0,0,0,1,8
Alyemda Airlines,Yemen,1,73,3,0,1,0,0,0,0,0,0,0,1985,0,0,0,1,8
British Airtours,United Kingdom,1,137,55,0,1,0,1,1,0,1,0,6,1985,1,0,0,0,8
Bar Harbor Airlines,United States,1,8,8,0,1,0,0,0,0,0,1,22,1985,0,1,0,0,8
Military - U.S. Air Force,United States,1,7,7,0,1,0,1,0,0,0,0,0,1985,0,0,0,1,8
Ariana Afghan Airlines,Afghanistan,1,52,52,0,1,0,0,0,0,0,0,11,1985,1,0,0,0,9
Midwest Express,United States,1,31,31,0,1,1,1,1,0,0,0,15,1985,0,0,1,0,9
Military - Soviet Air Force,Afghanistan,1,26,26,0,1,0,0,0,0,0,0,0,1985,0,0,0,1,9
MAP,Ukraine,1,9,9,0,0,0,1,1,0,0,0,0,1985,0,0,0,1,9
Air Carriers Express Services Inc,United States,1,17,17,0,0,0,0,0,0,1,0,12,1985,0,0,1,0,9
Nordeste Linhas Aéreas,Brazil,1,2,2,1,0,0,0,0,0,0,0,19,1985,0,0,1,0,10
Pel Air,Australia,1,2,2,1,0,0,0,0,0,0,0,1,1985,1,0,0,0,10
Aeroflot,Russia,1,14,14,0,1,0,0,1,0,0,1,10,1985,1,0,0,0,10
Sabeni,Bolivia,1,2,2,0,1,0,0,0,0,0,0,0,1985,0,0,0,1,10
Mountain Air Cargo,United States,1,1,1,0,1,0,1,0,0,0,0,21,1985,0,1,0,0,10
Burma Airways,Myanmar,1,4,4,1,0,0,0,0,0,0,0,0,1985,0,0,0,1,10
Military - U.S. Air Force,United States,1,4,4,0,0,0,0,0,0,0,1,0,1985,0,0,0,1,11
Military - Indonesian Air Force,Indonesia,1,11,11,1,0,0,0,0,0,0,0,0,1985,0,0,0,1,11
EgyptAir,Malta,1,103,60,0,1,0,1,0,0,0,0,20,1985,0,1,0,0,11
Military - Angolan Air Force,Angola,1,22,22,0,1,0,1,0,0,0,0,0,1985,0,0,0,1,11
Military - Royal Nepalese Air Force,Nepal,1,25,25,1,0,0,0,0,0,0,0,0,1985,0,0,0,1,12
Private,United States,1,9,7,0,1,0,1,0,0,0,1,17,1985,0,0,1,0,12
Aerovias de Guatemala SA,Guatemala,1,94,94,0,1,0,0,0,0,0,1,8,1986,1,0,0,0,1
Air Taxi,United States,1,3,3,0,0,0,1,0,0,1,1,4,1986,1,0,0,0,1
VASP,Brazil,1,72,1,0,0,0,0,0,0,1,1,7,1986,1,0,0,0,1
Aerocalifornia,Mexico,1,21,21,0,1,1,0,0,0,0,1,0,1986,0,0,0,1,1
GLM Aviation,Democratic Republic of Congo,1,14,2,0,1,0,0,0,0,0,0,0,1986,0,0,0,1,2
China Airlines (Taiwan),Taiwan,1,13,13,0,1,0,1,0,0,0,0,18,1986,0,0,1,0,2
Aeroflot,Russia,1,38,38,0,0,0,1,0,0,0,0,3,1986,1,0,0,0,3
Simmons Airlines,United States,1,9,3,0,1,0,0,0,0,0,1,22,1986,0,1,0,0,3
Merpati Nusantara Airlines,Indonesia,1,16,2,0,0,0,0,0,0,0,1,0,1986,0,0,0,1,3
Goose Bay Air Services,Canada,2,5,4,0,1,0,1,1,0,1,0,9,1986,1,0,0,0,3
Ministerstvo Obshchestvo Mashinostroyeniya,Romania,1,9,9,0,0,0,1,0,0,0,1,0,1986,0,0,0,1,3
Military - French Air Force,Ködörösêse ti Beafrika,1,0,0,0,0,0,1,0,0,0,0,0,1986,0,0,0,1,3
Military - Mozambique Air Force,Mozambique,1,54,49,0,0,0,1,0,0,0,0,10,1986,1,0,0,0,3
Mexicana,Mexico,1,167,167,0,0,0,1,0,0,0,0,9,1986,1,0,0,0,3
Trans World Airlines,Hellas,1,121,4,0,1,0,0,0,0,0,0,13,1986,0,0,1,0,4
Military - U.S. Air Force,United States,1,11,11,0,0,0,0,1,0,0,1,0,1986,0,0,0,1,4
ACES Colombia,Colombia,1,13,13,0,1,0,0,0,0,0,1,8,1986,1,0,0,0,4
Military - El Salvador Air Force,The Savior,1,37,37,0,0,0,1,0,0,0,0,6,1986,1,0,0,0,5
Military - Republic of China Air Force,Taiwan,1,22,22,0,0,0,0,0,0,0,0,0,1986,0,0,0,1,5
Air Lanka,Sri Lanka Sri Lanka,1,150,22,0,0,0,0,0,0,0,0,9,1986,1,0,0,0,5
Military - French Naval Aviation,Djibouti Djibouti,1,19,19,0,1,0,0,0,0,0,1,8,1986,1,0,0,0,5
Military - Armée de l'Air Malgache,Madagascar,1,13,13,0,1,0,0,0,0,0,1,0,1986,0,0,0,1,5
EgyptAir,Egypt,1,26,23,1,0,0,0,0,0,0,0,0,1986,0,0,0,1,6
Loganair,Canada,1,16,1,0,1,1,1,0,0,0,1,15,1986,0,0,1,0,6
Grand Canyon Airlines / Helitech,United States,1,25,25,0,1,0,1,0,0,0,1,9,1986,1,0,0,0,6
Aeroflot,Russia,1,92,54,0,0,0,1,0,0,0,0,10,1986,1,0,0,0,7
Military - Zimbabwe Air Force,Mozambique,1,17,17,0,0,0,0,0,0,0,0,0,1986,0,0,0,1,7
Leeward Islands Air Transport,The Netherlands,1,13,13,0,0,0,0,0,0,0,1,0,1986,0,0,0,1,8
Military - Honduran Air Force,Honduras,1,59,59,0,0,0,0,0,0,0,1,11,1986,1,0,0,0,8
Sudan Airways,Sudan,1,60,60,0,1,0,0,0,0,0,0,10,1986,1,0,0,0,8
Southwest Airlift,United States,1,2,2,0,1,0,0,0,0,0,0,6,1986,1,0,0,0,8
Aeromexico / Private,United States,1,67,67,0,1,0,0,0,0,0,0,11,1986,1,0,0,0,8
Military - U.S. Air Force,United States,1,4,3,1,0,0,0,0,0,0,0,0,1986,0,0,0,1,9
Atlantic Southeast Airlines,Brazil,1,5,5,0,1,0,0,0,0,0,1,14,1986,0,0,1,0,9
Eastindo,Indonesia,2,13,13,0,1,1,1,0,0,0,1,0,1986,0,0,0,1,10
Southern Air Transport,United States,1,3,3,1,0,0,0,0,0,0,0,4,1986,1,0,0,0,10
Aeroflot,Russia,1,14,14,0,0,0,0,0,0,0,0,8,1986,1,0,0,0,10
Iran Air,Iran,1,80,3,0,0,1,0,0,0,0,0,17,1986,0,0,1,0,10
Government of Mozambique,South Africa,1,44,34,0,1,1,1,0,0,0,1,19,1986,0,0,1,0,10
Aeroflot,Russia,1,93,70,0,1,0,0,0,0,0,0,15,1986,0,0,1,0,10
Private - WNBC,United States,1,2,2,0,0,0,0,1,0,1,0,16,1986,0,0,1,0,10
Pakistan International Airlines,Pakistan,1,54,13,0,1,0,1,0,0,1,0,20,1986,0,1,0,0,10
Military - Nicaraguan Air Force,Nicaragua,1,23,21,0,0,0,1,0,0,0,1,17,1986,0,0,1,0,10
Military - Iranian Air Force,Iran,1,103,103,0,1,0,1,0,0,0,0,19,1986,0,0,1,0,11
British International Helicopters,United Kingdom,2,47,45,0,0,0,1,0,0,0,0,0,1986,0,0,0,1,11
Military - Afghan Republican Air Force,Afghanistan,1,40,40,0,1,0,0,0,0,0,0,0,1986,0,0,0,1,11
Aeroflot,Deutschland,1,82,72,0,1,0,0,0,0,1,1,0,1986,0,0,0,1,12
CAAC,China,1,44,6,0,0,1,1,0,0,0,1,0,1986,0,0,0,1,12
Iraqi Airways,Saudi Arabia,1,106,63,0,1,0,1,0,0,0,0,12,1986,0,0,1,0,12
Sunflower Airlines,Viti,1,14,11,0,0,0,1,0,0,0,0,13,1986,0,0,1,0,12
Military - Spanish Air Force.,Equatorial Guinea,1,22,22,0,0,0,1,0,0,0,0,16,1987,0,0,1,0,1
Varig,Ivory Coast,1,51,50,0,0,0,1,0,0,0,0,1,1987,1,0,0,0,1
Military - Ethiopian Air Force,Ethiopia,1,54,54,0,1,1,1,0,0,0,0,13,1987,0,0,1,0,1
Skywest Airlines / Private.,United States,1,10,10,0,1,1,1,0,0,0,0,12,1987,0,0,1,0,1
Aeroflot,Uzbekistan,1,9,9,1,0,0,0,0,0,0,0,8,1987,1,0,0,0,1
Talair,Papua Niugini,1,17,14,0,0,0,0,0,0,0,1,0,1987,0,0,0,1,2
Military - Afghan Republican Air Force,Afghanistan,1,36,36,0,1,0,0,0,0,0,0,11,1987,1,0,0,0,2
Northwest Airlink,United States,1,22,9,0,1,0,1,0,0,1,0,14,1987,0,0,1,0,3
Aeroflot,Kazakhstan,1,9,9,0,1,0,0,0,0,0,0,19,1987,0,0,1,0,3
Military - U.S. Air Force,United States,1,6,6,0,1,0,1,0,0,0,0,0,1987,0,0,0,1,3
California Air National Guard,United States,1,2,2,0,1,0,0,1,0,0,1,13,1987,0,0,1,0,3
Military - Afghan Republican Air Force,Pakistan,1,40,40,0,1,0,0,0,0,0,0,11,1987,1,0,0,0,3
Garuda Indonesia Airlines,Indonesia,1,45,27,0,1,0,0,0,0,0,1,14,1987,0,0,1,0,4
Burlington Air Express,United States,1,4,4,0,1,0,0,0,0,0,0,21,1987,0,1,0,0,4
Air-Lift Commuter,United States,1,2,2,0,1,0,1,0,0,0,1,19,1987,0,0,1,0,4
Sasco Air Lines,Sudan,1,14,14,0,1,0,0,0,0,0,0,0,1987,0,0,0,1,5
American Eagle,United States,1,6,2,0,1,0,1,0,0,1,1,6,1987,1,0,0,0,5
LOT Polish Airlines,Poland,1,183,183,0,1,0,1,0,0,0,0,11,1987,1,0,0,0,5
Air Manitoba,Canada,2,2,2,0,0,0,1,1,0,0,0,18,1987,0,0,1,0,5
YPFB Transportes Aereos,Bolivia,1,16,14,0,0,0,0,0,0,0,1,0,1987,0,0,0,1,5
Merpati Nusantara Airlines,Indonesia,1,8,8,0,1,0,0,0,0,0,0,0,1987,0,0,0,1,5
Missionary Aviation Fellowship,Indonesia,1,30,7,0,1,0,0,0,0,0,0,0,1987,0,0,0,1,5
Bakhtar Afghan Airlines,Afghanistan,1,53,53,0,1,0,0,0,0,0,0,6,1987,1,0,0,0,6
Military - Peruvian Air Force,Peru,1,46,46,0,0,0,0,0,0,0,1,10,1987,1,0,0,0,6
Aeroflot,Russia,1,29,8,0,1,0,1,0,0,0,1,11,1987,1,0,0,0,6
Burma Airways,Myanmar,1,45,45,0,1,0,0,0,0,0,0,0,1987,0,0,0,1,6
