OperadOR,Pais_Accidente,Cantidad de rutas,all_aboard,cantidad de fallecidos,desconocido,errores_humanos,fallas_gestion_trafico,fallos_equipos,problemas_disenio,problemas_fabricacion,problemas_mantenimiento,problemas_meteorologicos,Hora,año,maña,noch,tard,unknown_Hour,Mes
Kiev Production Association,Soomaaliya Somalia,1,13,1,0,1,0,0,0,0,0,1,0,1992,0,0,0,1,10
Merpati Nusantara Airlines,Indonesia,2,31,31,0,0,0,0,0,0,0,1,0,1992,0,0,0,1,10
Syktyvkar Avia,Russia,1,16,15,0,0,0,1,0,0,0,0,10,1992,1,0,0,0,10
Military - Peruvian Air Force,Peru,1,11,8,0,0,0,1,0,0,0,0,0,1992,0,0,0,1,10
Aeroflot,Russia,1,14,13,0,1,0,0,0,0,0,0,0,1992,0,0,0,1,10
Military - Indian Air Force,India,1,20,20,1,0,0,0,0,0,0,0,0,1992,0,0,0,1,11
Military - Russian Air Force,Russia,1,33,33,0,1,0,0,0,0,0,0,0,1992,0,0,0,1,11
Vietnam Airlines,Vietnam,1,31,30,0,1,0,1,0,0,1,1,7,1992,1,0,0,0,11
Aerocaribbean - Charter,Dominican Republic,1,34,34,0,1,0,0,0,0,0,0,18,1992,0,0,1,0,11
China Southern Airlines,China,1,141,141,0,1,1,1,0,0,0,0,7,1992,1,0,0,0,11
Military - U.S. Air Force / Military - U.S. Air Force,United States,1,13,13,0,1,0,0,0,0,0,0,21,1992,0,1,0,0,11
Aero Sudpacifico,Mexico,1,9,9,0,1,0,0,0,0,0,0,0,1992,0,0,0,1,12
Scibe Airlift Cargo Zaire,Democratic Republic of Congo,1,37,37,0,1,0,0,0,0,0,0,0,1992,0,0,0,1,12
Military - Russian Air Force,United States,1,61,61,0,1,0,0,0,0,0,0,0,1992,0,0,0,1,12
Libya Arab Airlines / Military -  Libya Air Force,Libya,1,157,157,0,0,0,0,0,0,0,0,10,1992,1,0,0,0,12
Air Taxi - South Coast Helicopters Inc.,United States,1,4,4,0,1,0,1,0,0,0,1,15,1993,0,0,1,0,1
Lufthansa Cityline,France,1,23,4,0,1,1,0,0,0,1,0,19,1993,0,0,1,0,1
Bouraq Indonesia Airlines,Indonesia,1,44,17,0,0,0,1,0,0,1,0,0,1993,0,0,0,1,1
Titan Airways,United Kingdom,1,2,2,0,1,0,0,0,0,0,1,0,1993,0,0,0,1,1
Central Mountain Air Services,Canada,2,2,2,0,0,0,0,0,0,0,0,8,1993,1,0,0,0,1
Trans Service Airlift,Democratic Republic of Congo,1,21,3,0,0,0,0,0,0,0,0,0,1993,0,0,0,1,1
Pan Malaysian Air Transport,Indonesia,1,16,16,0,0,0,0,0,0,0,1,0,1993,0,0,0,1,1
Iran Air Tours  /  Military - Iranian Air Force,Iran,1,133,133,0,0,0,0,0,0,0,0,14,1993,0,0,1,0,2
Military - Afghan Republican Air Force,Afghanistan,1,30,30,1,0,0,0,0,0,0,0,0,1993,0,0,0,1,2
Cargo Three Panama,Colombia,1,2,2,0,0,1,1,0,0,0,0,0,1993,0,0,0,1,2
Formosa Airlines,Taiwan,1,6,6,0,1,0,0,0,0,0,1,0,1993,0,0,0,1,2
Palair Macedonian,North Macedonia,1,97,83,0,0,0,1,0,0,0,1,11,1993,1,0,0,0,3
Oeste Linhas Aereas,Brazil,1,6,6,0,0,0,0,0,0,0,1,13,1993,0,0,1,0,3
Japan Air Lines,United States,1,5,0,0,1,0,1,1,0,0,1,12,1993,0,0,1,0,3
Private,United States,1,4,4,0,1,1,1,0,0,1,1,21,1993,0,1,0,0,4
Linea Aeropostal Venezolana,Venezuela,1,11,11,0,0,0,0,0,0,0,1,0,1993,0,0,0,1,4
Private,United States,1,8,8,0,1,0,1,1,0,0,0,15,1993,0,0,1,0,4
MIAT - Mongolian Airlines,Mongolia ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,1,40,32,0,1,0,0,0,0,0,0,0,1993,0,0,0,1,4
Indian Airlines,India,1,118,55,0,1,0,1,1,0,0,0,13,1993,0,0,1,0,4
Military - Zambian Air Force,Gambia,1,30,30,0,0,1,1,0,0,0,0,23,1993,0,1,0,0,4
Military - Afghan Republican Air Force,Afghanistan,1,76,76,0,0,0,0,0,0,0,1,0,1993,0,0,0,1,4
Fiji Air,Viti,1,2,2,0,1,0,0,0,0,0,0,0,1993,0,0,0,1,5
Carga del Caribe,Mexico,1,5,3,1,0,0,0,0,0,0,0,0,1993,0,0,0,1,5
SAM Colombia,Colombia,1,132,132,0,1,1,0,0,0,0,1,15,1993,0,0,1,0,5
Aerotaca,Colombia,1,2,2,0,1,0,0,0,0,0,1,0,1993,0,0,0,1,6
Southwest Air,Papua Niugini,1,11,9,0,1,0,1,1,0,1,0,0,1993,0,0,0,1,6
Merpati Nasantara Airlines,Indonesia,1,3,1,0,0,0,1,0,0,0,0,0,1993,0,0,0,1,6
Tajikistan Airlines,United States,1,41,41,0,0,0,0,0,0,0,1,22,1993,0,1,0,0,6
Merpati Nusantara Airlines,Indonesia,2,43,41,0,1,0,0,0,0,0,1,0,1993,0,0,0,1,7
Military - Georgian Air Force,United States,1,23,23,0,1,0,0,0,0,0,0,0,1993,0,0,0,1,7
Private,United States,1,2,1,0,1,0,1,0,0,0,0,14,1993,0,0,1,0,7
China Northwest Airlines,China,1,113,55,0,0,0,1,0,0,0,0,15,1993,0,0,1,0,7
Asiana Airlines,korea,1,110,68,0,1,0,0,0,0,0,1,15,1993,0,0,1,0,7
Hornbill Airways,Malaysia,1,17,1,0,1,0,0,0,0,1,1,0,1993,0,0,0,1,7
Everest Air,Nepal,1,19,19,0,1,0,0,0,0,0,1,13,1993,0,0,1,0,7
American International Airways,Cuba,2,3,0,0,1,0,0,1,0,0,0,16,1993,0,0,1,0,8
Sakha Airlines,Russia,1,24,24,0,1,0,1,0,0,0,0,0,1993,0,0,0,1,8
Tajikistan Airlines,Tajikistan,1,86,82,1,0,0,0,0,0,0,0,10,1993,1,0,0,0,8
Lufthansa,Poland,1,70,2,0,1,0,1,0,0,0,1,16,1993,0,0,1,0,9
Transair Georgia Airlines,United States,1,27,27,0,1,0,0,0,0,0,0,16,1993,0,0,1,0,9
Transair Georgia Airlines,United States,1,132,108,0,1,0,0,0,0,0,1,18,1993,0,0,1,0,9
Military - Georgian Air Force,United States,1,60,60,0,0,0,0,0,0,0,0,0,1993,0,0,0,1,10
Hibiscus Air,New Zealand,1,9,9,0,0,0,1,0,0,0,0,0,1993,0,0,0,1,10
China Eastern Airlines,China,1,80,2,0,1,0,1,0,0,0,0,13,1993,0,0,1,0,10
Wideroe's Flyveselksap,Norway,1,20,7,0,1,0,0,0,0,0,1,19,1993,0,0,1,0,10
Air Manitoba,Canada,1,7,7,0,1,0,0,0,0,1,1,18,1993,0,0,1,0,11
China Northern Airlines,China,1,102,12,0,1,0,0,0,0,1,1,14,1993,0,0,1,0,11
Magistralnye Avialinii,Iran,1,17,17,0,0,0,0,0,0,1,0,19,1993,0,0,1,0,11
Aviaimpex (Macedonia),North Macedonia,1,116,116,0,1,1,1,0,0,0,1,23,1993,0,1,0,0,11
Express Airlines - Northwest Airlink,United States,1,18,18,0,1,1,1,0,0,0,1,19,1993,0,0,1,0,12
Arctic Wings & Rotors,Canada,2,7,7,0,0,0,1,0,0,0,0,0,1993,0,0,0,1,12
Air Senegal / Gambia Airways,Senegal,1,3,3,0,1,0,1,0,0,1,0,0,1993,0,0,0,1,12
Lao Aviation,Laos,1,18,18,0,1,1,0,0,0,0,1,9,1993,1,0,0,0,12
Military - Philippine Air Force,Philippines,1,29,29,0,1,1,0,0,0,0,1,14,1993,0,0,1,0,12
Kuban Airlines,Armenia:,1,36,36,0,1,0,1,0,0,0,1,20,1993,0,1,0,0,12
Baikal Air,Russia,2,124,124,0,0,0,1,0,0,1,0,12,1994,0,0,1,0,1
Atlantic Coast Airlines (United Express),United States,1,8,5,0,1,0,1,0,0,1,0,23,1994,0,1,0,0,1
North Western Air Transport,Russia,1,13,13,0,1,0,1,0,0,0,1,11,1994,1,0,0,0,2
British World Airways,United Kingdom,1,2,1,0,1,1,1,0,0,1,1,19,1994,0,0,1,0,2
Expresso Aéreo,Peru,1,31,31,0,0,1,0,0,0,0,0,0,1994,0,0,0,1,2
Continental Airlines,United States,1,116,0,0,0,0,1,0,0,0,0,17,1994,0,0,1,0,3
Sahara,India,1,4,4,0,1,0,1,0,0,0,0,14,1994,0,0,1,0,3
Military - U.S. Air Force,Kenya,1,8,8,0,0,0,1,0,0,0,0,0,1994,0,0,0,1,3
Military - Iranian Air Force,India,1,32,32,0,1,0,0,0,0,0,0,22,1994,0,1,0,0,3
Chalk's International Airlines,United States,1,2,2,0,0,0,1,0,0,0,0,11,1994,1,0,0,0,3
Salair,United States,1,2,2,0,0,1,1,1,0,1,1,1,1994,1,0,0,0,3
Aurukun Air Services,Australia,1,6,6,0,0,0,1,0,0,0,0,17,1994,0,0,1,0,3
Aeroflot Russian International Airways,Russia,1,75,75,0,0,0,1,0,0,0,0,0,1994,0,0,0,1,3
Air Taxi - El Aero Services Inc.,United States,1,5,5,0,1,1,1,0,0,1,1,16,1994,0,0,1,0,4
KLM Cityhopper,The Netherlands,1,24,3,0,1,1,1,0,0,0,0,14,1994,0,0,1,0,4
Rwanda Government,Rwanda,1,12,12,0,1,0,0,0,0,0,0,20,1994,0,1,0,0,4
TAME,Ecuador,1,17,17,0,0,0,0,0,0,0,1,0,1994,0,0,0,1,4
Military - U.S. Army / Military U.S. Army,Saudi Arabia,1,26,26,0,1,0,1,0,0,0,0,9,1994,1,0,0,0,4
Dirgantara Air Services,Indonesia,1,11,11,0,1,0,0,0,0,0,1,0,1994,0,0,0,1,4
Rico Taxi Aero,Brazil,1,16,8,0,1,0,0,0,0,0,1,0,1994,0,0,0,1,5
Arall,Colombia,1,11,4,0,1,0,1,0,0,0,0,10,1994,1,0,0,0,5
Transoriente Colombia,Colombia,1,29,7,0,0,0,1,0,0,0,0,7,1994,1,0,0,0,5
Military - Royal Air Force,United Kingdom,1,29,29,0,1,0,1,0,0,0,1,18,1994,0,0,1,0,6
China Northwest Airlines,China,1,160,160,0,0,0,0,0,0,1,0,8,1994,1,0,0,0,6
Aerolineas Cuahonte,Mexico,1,9,9,0,1,0,1,0,0,0,1,18,1994,0,0,1,0,6
Merpati Nusantara Airlines,Indonesia,1,12,12,0,1,0,0,0,0,0,1,12,1994,0,0,1,0,6
TAESA,United States,1,12,12,0,1,1,1,0,0,0,1,6,1994,1,0,0,0,6
Air Ivorie,Ivory Coast,1,17,17,0,1,0,1,0,0,0,0,19,1994,0,0,1,0,6
Military - Dostum-Galboddin Militia,Afghanistan,1,70,50,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,6
Airbus Industrie,France,1,7,7,0,0,0,1,0,0,0,1,17,1994,0,0,1,0,6
Air Mauritanie,Mauritania,1,93,80,0,1,0,1,0,0,0,1,8,1994,1,0,0,0,7
USAir,United States,1,57,37,0,1,0,1,0,0,1,1,18,1994,0,0,1,0,7
Air Taxi - Papillion Helicopters Ltd.,United States,1,7,3,0,1,0,1,0,0,1,0,15,1994,0,0,1,0,7
Air Martinique,France,1,6,6,0,1,0,0,0,0,0,0,21,1994,0,1,0,0,7
Sankuru Air Service,Democratic Republic of Congo,1,9,5,0,0,0,0,0,0,1,0,0,1994,0,0,0,1,7
Alas Chiricanas,Panama,1,21,21,0,1,0,1,0,0,0,0,16,1994,0,0,1,0,7
Airfast Services,Indonesia,1,18,18,1,0,0,0,0,0,0,0,0,1994,0,0,0,1,7
Military - Russian Air Force,Russia,1,47,47,0,1,0,1,0,0,0,1,8,1994,1,0,0,0,8
Air Taxi - Uyak Air Services Inc.,United States,1,7,6,1,0,0,0,0,0,0,0,13,1994,0,0,1,0,8
Korean Airlines,korea,1,160,0,0,1,0,1,0,0,0,1,11,1994,1,0,0,0,8
Air Taxi - Talon Air Services Inc.,United States,1,3,3,0,1,0,1,0,0,0,0,17,1994,0,0,1,0,8
Air Taxi - National Helicopters,United States,1,3,3,0,0,0,1,0,0,0,1,21,1994,0,1,0,0,8
Royal Air Maroc,Morocco,1,44,44,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,8
USAir,United States,1,132,132,0,1,1,1,0,0,0,0,19,1994,0,0,1,0,9
Aerocontroctors - Charter,Nigeria,1,5,3,0,0,0,0,0,0,0,1,12,1994,0,0,1,0,9
Pacific Coastal Airlines,Canada,1,4,3,0,0,0,1,0,0,1,0,11,1994,1,0,0,0,9
Oriental Airlines,Algeria,1,39,5,0,1,0,0,0,0,1,1,8,1994,1,0,0,0,9
Heavylift Cargo Airlines,China,1,12,6,0,0,0,1,0,0,0,0,19,1994,0,0,1,0,9
Cheremshanka Airlines,Russia,1,28,28,0,1,0,0,0,0,1,1,17,1994,0,0,1,0,9
TAM Paraguay,Paraguay,1,27,1,0,0,0,1,0,0,0,0,0,1994,0,0,0,1,9
Arsenyev Aviation Production Association,Russia,1,20,8,0,0,0,1,0,0,0,0,11,1994,1,0,0,0,9
SELVA,Colombia,1,10,10,0,1,0,1,1,0,0,0,15,1994,0,0,1,0,10
Iran Asseman Airlines,Iran,2,66,66,0,1,0,1,0,0,1,0,22,1994,0,1,0,0,10
Military - Brazilian Air Force,Brazil,1,21,21,0,0,0,1,0,0,0,0,22,1994,0,1,0,0,10
Military - Angolan Air Force,Angola,1,22,22,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,10
Aeronica,Russia,1,23,23,0,0,0,0,0,0,0,1,21,1994,0,1,0,0,10
Yakutavia,Russia,1,19,7,0,1,0,0,0,0,0,0,10,1994,1,0,0,0,10
American Eagle,United States,1,68,68,0,1,0,1,1,0,0,1,15,1994,0,0,1,0,10
Transportes Aereos Pegaso,Mexico,1,14,14,0,0,0,0,0,0,1,1,0,1994,0,0,0,1,11
Trigana Air Service,Indonesia,1,4,4,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,11
SA Amazonica,Peru,1,30,6,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,11
Ameriflight,United States,1,1,1,0,0,0,0,0,0,0,1,2,1994,1,0,0,0,11
Southwest Air,Papua Niugini,1,7,7,0,1,0,0,0,0,0,1,11,1994,1,0,0,0,11
Trans World Airlines / Private,United States,1,142,2,0,0,0,0,0,0,0,1,22,1994,0,1,0,0,11
Military - Angolan Air Force,Angola,1,22,22,0,1,0,0,0,0,0,0,0,1994,0,0,0,1,11
American Eagle,United States,1,20,15,0,1,1,1,0,0,0,0,18,1994,0,0,1,0,12
SL Aviation Services,Angola,1,2,2,0,0,0,1,0,0,0,0,6,1994,1,0,0,0,12
Servivensa,Venezuela,1,9,7,0,1,0,0,0,0,0,1,10,1994,1,0,0,0,12
Missionary Aviation Fellowship,Papua Niugini,1,28,28,0,1,0,0,0,0,0,0,13,1994,0,0,1,0,12
Phoenix Aviation,United Kingdom,1,5,5,0,1,0,0,0,0,0,1,9,1994,1,0,0,0,12
Turkish Airlines (THY),Türkiye,1,76,57,0,1,1,0,0,0,0,1,15,1994,0,0,1,0,12
Military - Iranian Air Force,Iran,1,12,12,0,0,0,1,0,0,0,0,20,1995,0,1,0,0,1
Merpati Nusantara Airlines,in,1,14,14,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,1
Intercontinental de Aviacion,Colombia,1,52,51,0,1,0,1,0,0,1,0,19,1995,0,0,1,0,1
Air Taxi - Wolfe Air Aviation Ltd.,United States,1,4,2,0,0,0,0,0,0,1,1,19,1995,0,0,1,0,1
Royal Nepal Airlines,Nepal,1,24,2,0,1,1,1,0,0,0,0,13,1995,0,0,1,0,1
Abakan Airlines,Russia,1,19,3,0,0,0,0,0,0,1,1,19,1995,0,0,1,0,1
Leadair - Charter,France,1,10,10,0,0,1,1,0,0,0,1,0,1995,0,0,0,1,1
ATI,United States,1,3,3,0,1,0,1,0,0,0,0,20,1995,0,1,0,0,2
Aeroflot,Russia,1,10,9,0,1,0,0,0,0,0,1,0,1995,0,0,0,1,3
TAROM (Transporturile Aeriene Romane),Romania,1,60,60,0,1,0,1,1,0,0,1,9,1995,1,0,0,0,3
Bristow Helicopters,Nigeria,1,9,1,0,1,0,0,0,0,1,0,12,1995,0,0,1,0,4
Military - Sri Lanka Air Force,Sri Lanka Sri Lanka,1,52,52,0,1,0,0,0,0,0,0,0,1995,0,0,0,1,4
Bearskin Airlines / Air Sandy,Canada,2,8,8,0,1,0,0,0,0,0,0,13,1995,0,0,1,0,5
American Jet,Ecuador,1,7,7,0,1,0,0,1,0,0,0,0,1995,0,0,0,1,5
ADES Colombia,Colombia,1,9,9,0,1,0,0,0,0,0,1,16,1995,0,0,1,0,5
Military - U.S. Air Force,United States,1,6,6,0,1,0,1,0,0,0,0,0,1995,0,0,0,1,5
Knight Air,United Kingdom,1,12,12,0,0,0,1,0,0,1,0,16,1995,0,0,1,0,5
LACOL,Colombia,1,11,2,0,0,0,0,0,0,0,0,15,1995,0,0,1,0,5
Senegalair,Senegal,1,10,6,0,1,0,1,0,0,0,0,0,1995,0,0,0,1,5
Ansett New Zealand,New Zealand,1,21,5,0,1,0,1,0,0,0,0,9,1995,1,0,0,0,6
Volga Air,Russia,1,12,12,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,6
Aeroflot,Russia,1,14,13,0,1,0,0,0,0,0,1,14,1995,0,0,1,0,6
Military - Angolan Air Force,Angola,1,48,48,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,6
Harka Air Services,Nigeria,1,80,16,0,1,0,0,0,0,0,1,16,1995,0,0,1,0,6
Salair,Dominican Republic,1,2,2,1,0,0,0,0,0,0,0,9,1995,1,0,0,0,6
Garamut Aviation,Papua Niugini,1,3,3,0,0,0,1,0,0,0,0,0,1995,0,0,0,1,7
Milne Bay Air,Papua Niugini,1,15,15,0,0,0,1,0,0,0,0,8,1995,1,0,0,0,7
Merpati Nusantara Airlines,Indonesia,1,18,1,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,7
Military - Madagascar Air Force,Madagascar,1,34,34,0,1,0,1,0,0,0,0,0,1995,0,0,0,1,7
Transniugini Airways,Papua Niugini,1,2,2,0,0,0,1,0,0,0,0,0,1995,0,0,0,1,7
Aero Air,South Africa,1,3,3,0,0,0,0,0,0,1,0,0,1995,0,0,0,1,8
Bourag Indonesia Airlines,Indonesia,1,10,10,0,0,0,0,0,0,0,1,0,1995,0,0,0,1,8
Aviateca,The Savior,2,65,65,0,0,0,1,0,0,1,1,20,1995,0,1,0,0,8
AIRES Colombia,Colombia,1,10,10,1,0,0,0,0,0,0,0,0,1995,0,0,0,1,8
Atlantic Southeast Airlines,United States,1,29,10,0,1,1,1,1,0,1,1,12,1995,0,0,1,0,8
North Star Air Cargo,United States,1,1,1,0,1,0,1,0,0,0,1,12,1995,0,0,1,0,9
Adventure Airlines,United States,1,8,8,0,1,1,1,0,0,1,0,8,1995,1,0,0,0,9
Military - Royal Air Force,Canada,2,7,7,0,0,0,1,0,0,0,0,0,1995,0,0,0,1,9
SAETA,Colombia,1,22,21,0,1,1,0,0,0,0,1,7,1995,1,0,0,0,9
Ariana Afghan Airlines,Afghanistan,1,51,3,0,0,0,0,0,0,1,0,0,1995,0,0,0,1,9
Military - Sri Lanka Air Force,Sri Lanka Sri Lanka,1,81,81,0,1,1,1,0,0,0,0,7,1995,1,0,0,0,9
Malaysia Airlines,Malaysia,1,53,34,0,1,0,0,0,0,0,1,12,1995,0,0,1,0,9
MIAT - Mongolian Airlines,Mongolia ᠮᠤᠩᠭᠤᠯ ᠤᠯᠤᠰ,1,43,42,0,1,0,0,0,0,0,0,12,1995,0,0,1,0,9
Military - U.S. Air Force,United States,1,24,24,0,1,0,1,1,0,1,1,7,1995,1,0,0,0,9
Norilsk Flight Company,Russia,1,15,15,0,1,0,0,0,0,0,1,0,1995,0,0,0,1,9
Western Straits Air,Canada,2,10,8,0,1,0,0,0,0,0,1,19,1995,0,0,1,0,9
Sabang Merauke Raya Air Charter,Indonesia,1,14,1,0,0,0,1,0,0,1,1,8,1995,1,0,0,0,10
Kirghizia Aba Zaoldoru,Belgium,1,15,15,0,1,0,0,0,0,0,0,0,1995,0,0,0,1,10
Military - Argentine Air Force,Argentina,1,53,53,0,1,0,0,0,0,0,1,21,1995,0,1,0,0,11
Nigeria Airways,Nigeria,1,137,9,0,0,0,1,0,0,0,0,8,1995,1,0,0,0,11
Military - Sri Lanka Air Force,Sri Lanka Sri Lanka,1,63,63,0,1,0,0,0,0,0,0,19,1995,0,0,1,0,11
Sabah Air,Malaysia,1,10,10,0,0,0,0,0,0,0,1,10,1995,1,0,0,0,11
Azerbaijan Airlines,Azerbaijan,1,6,2,0,1,0,0,0,0,0,0,19,1995,0,0,1,0,11
Cameroon Airlines,Cameroon,1,78,72,0,1,0,1,0,0,1,0,22,1995,0,1,0,0,12
Azerbaijani Airlines,Russia,2,82,54,0,1,0,1,0,0,0,0,17,1995,0,0,1,0,12
Far East Aviation,Russia,1,98,98,0,1,0,1,1,0,1,0,5,1995,1,0,0,0,12
Romanian Banat Air,Italia,1,49,49,0,0,0,1,0,0,0,1,19,1995,0,0,1,0,12
Trans Service Airlift,Angola,1,144,141,0,0,0,1,0,0,0,0,0,1995,0,0,0,1,12
American Airlines,Colombia,2,164,160,0,1,1,1,0,0,1,0,21,1995,0,1,0,0,12
Island Airways,Papua Niugini,1,12,2,1,0,0,0,0,0,0,0,0,1995,0,0,0,1,12
Mustique Airways,Barbados,1,10,1,0,0,0,1,0,0,0,0,0,1996,0,0,0,1,1
African Air,Democratic Republic of Congo,1,6,2,0,0,1,1,0,0,0,0,12,1996,0,0,1,0,1
Military - Nigerian Air Force,Nigeria,1,14,14,0,1,0,0,0,0,0,0,20,1996,0,1,0,0,1
Military - Sri Lanka Air Force,Sri Lanka Sri Lanka,1,39,39,0,1,0,0,0,0,0,0,12,1996,0,0,1,0,1
Lineas Aereas del Caribe,Paraguay,1,4,4,0,0,0,1,0,0,1,0,14,1996,0,0,1,0,2
Business Air Connection,United States,1,4,4,0,1,0,1,1,0,1,0,9,1996,1,0,0,0,2
"Alas Nacionales, leased from Birgen Air",in,1,189,189,0,1,0,1,0,0,1,0,23,1996,0,1,0,0,2
Military - Taliban Militia,Afghanistan,1,20,20,0,1,0,0,0,0,0,0,0,1996,0,0,0,1,2
Hati Express,Haiti,1,15,11,1,0,0,0,0,0,0,0,12,1996,0,0,1,0,2
Military - Sudanese Air Force,Sudan,1,91,91,0,1,0,1,0,0,0,0,19,1996,0,0,1,0,2
Aero Tropical,Angola,1,8,8,0,1,0,0,0,0,0,1,5,1996,1,0,0,0,2
Compania de Aviacion Faucett SA (Peru),Peru,1,123,123,0,1,1,0,0,0,0,0,20,1996,0,1,0,0,2
Military - Peruvian Army Aviation,Peru,1,23,23,0,1,0,1,0,0,0,1,0,1996,0,0,0,1,3
Akhal Air,Turkmenistan,1,12,12,0,1,0,0,0,0,0,1,0,1996,0,0,0,1,3
Military - U.S. Air Force,Croatia,1,35,35,0,1,0,1,0,0,0,1,14,1996,0,0,1,0,4
Krasnoyarskie Avialinii,Russia,1,20,20,0,1,0,0,0,0,0,1,14,1996,0,0,1,0,4
Formosa Airlines,Taiwan,1,17,6,0,1,0,0,0,0,0,1,0,1996,0,0,0,1,4
Private,United States,1,3,3,0,1,0,1,1,0,1,1,8,1996,1,0,0,0,4
Federal Airlines,Sudan,1,53,53,0,1,0,1,0,0,0,0,22,1996,0,1,0,0,5
Buffalo Narrows Airways,Canada,2,2,2,0,1,0,0,0,0,0,0,0,1996,0,0,0,1,5
Aeroservicios Empresariales de Durango,Mexico,1,19,16,0,1,0,0,0,0,0,1,0,1996,0,0,0,1,5
ValuJet,United States,2,110,110,0,1,1,1,0,0,0,0,14,1996,0,0,1,0,5
Milne Bay Air,Papua Niugini,1,10,1,0,0,0,0,0,0,0,1,13,1996,0,0,1,0,5
Loganair,United Kingdom,1,3,3,0,1,0,0,0,0,0,0,23,1996,0,1,0,0,5
Hoseba,Democratic Republic of Congo,1,10,10,0,0,0,0,0,0,0,0,0,1996,0,0,0,1,6
Iran Air,Iran,1,7,7,0,1,0,0,0,0,0,0,14,1996,0,0,1,0,6
Military - Australian Army Aviation,Australia,1,28,18,1,0,0,0,0,0,0,0,19,1996,0,0,1,0,6
China Flying Dragon Aviation (Feilong Airlines),China,1,12,2,0,1,0,0,0,0,0,0,17,1996,0,0,1,0,6
Delta Air Lines,United States,1,142,2,0,1,0,1,0,0,1,0,15,1996,0,0,1,0,7
Milne Bay Air,Papua Niugini,1,20,20,0,1,0,0,0,0,0,1,16,1996,0,0,1,0,7
Archana Airlines,India,1,9,9,0,0,0,0,0,0,0,1,9,1996,1,0,0,0,7
Military - Belgian Air Force,The Netherlands,1,41,34,0,1,0,1,1,0,0,0,18,1996,0,0,1,0,7
Aerolatino (Aerocaribe),Mexico,1,18,1,1,0,0,0,0,0,0,0,16,1996,0,0,1,0,7
Northern Air Cargo,United States,1,4,4,0,1,1,1,1,0,0,0,15,1996,0,0,1,0,7
Myanmar Airways,Myanmar,1,49,8,0,1,0,0,0,0,0,1,0,1996,0,0,0,1,7
First Air,Canada,1,2,2,0,1,0,0,1,0,0,0,13,1996,0,0,1,0,8
Air North,Canada,2,3,1,0,1,0,1,1,0,0,0,0,1996,0,0,0,1,8
Military - U.S. Air Force,United States,1,9,9,0,1,1,1,0,0,0,0,23,1996,0,1,0,0,8
Harbour Air,in,2,3,3,0,1,1,1,0,0,0,1,19,1996,0,0,1,0,8
Spair Air Transport,in,1,12,12,0,0,1,1,0,0,1,0,3,1996,1,0,0,0,8
Vnokovo Airlines,Norway,1,141,141,0,1,1,0,0,0,0,1,10,1996,1,0,0,0,8
Dutch Dakota Association,The Netherlands,1,32,32,0,0,0,1,0,0,0,0,16,1996,0,0,1,0,9
Aeroperu,Peru,1,70,70,0,1,0,1,0,0,1,1,1,1996,1,0,0,0,10
Malu Aviation,Democratic Republic of Congo,1,21,6,1,0,0,0,0,0,0,0,0,1996,0,0,0,1,10
Savanair,Angola,1,19,6,0,1,0,0,0,0,0,0,0,1996,0,0,0,1,10
Aeroflot,Italia,1,23,2,0,1,1,1,0,0,0,1,10,1996,1,0,0,0,10
Million Air,Ecuador,1,4,4,0,0,0,1,1,0,0,0,22,1996,0,1,0,0,10
Tyumen Aviatrans,Russia,1,34,5,0,1,0,0,0,0,0,1,20,1996,0,1,0,0,10
TAM (Brazil),Brazil,1,95,95,0,1,0,1,0,0,0,0,8,1996,1,0,0,0,10
Transported Areos Profesionales - TAPSA,Guatemala,1,16,16,0,1,0,0,0,0,0,1,8,1996,1,0,0,0,11
Aviation Development Corporation,Nigeria,1,143,143,0,0,0,1,0,0,0,0,17,1996,0,0,1,0,11
Jetcom S.A.,France,1,8,8,0,1,1,1,0,0,1,0,9,1996,1,0,0,0,11
Komi Avia,Russia,1,15,14,0,0,0,1,1,0,0,1,13,1996,0,0,1,0,11
United Express  / Private,United States,1,14,14,0,1,1,1,0,0,0,0,17,1996,0,0,1,0,11
Military - U.S. Air Force,Canada,1,11,10,0,0,0,1,0,0,0,0,19,1996,0,0,1,0,11
Ethiopian Airlines,Comores Komori Comoros,1,175,127,0,0,0,0,1,0,1,0,15,1996,0,0,1,0,11
Military - Russian Air Force,Russia,2,23,23,0,0,0,0,0,0,0,0,11,1996,1,0,0,0,11
ACES Colombia,Colombia,1,15,14,0,1,0,1,0,0,0,0,10,1996,1,0,0,0,11
Dirgantara Air Services,Indonesia,1,17,16,0,0,1,1,1,0,0,0,15,1996,0,0,1,0,12
Emery Worldwide,United States,1,2,2,0,1,0,1,1,0,1,1,18,1996,0,0,1,0,12
Military - Russian Air Force,Russia,1,18,18,0,0,0,0,0,0,0,1,0,1996,0,0,0,1,12
